RV,SENTIMENT_tweet,Polarity,SADNESS_tweet,JOY_tweet,FEAR_tweet,DISGUST_tweet,ANGER_tweet
Acceptable,0.732246,5,0.070555,0.078054,0.065935,0.150478,0.135878
Slightly Acceptable,0,3,0.077707,0.081825,0.037087,0.283221,0.239506
Slightly Unacceptable,-0.472804,1,0.086801,0.020592,0.006954,0.35398,0.264136
Acceptable,0.890153,5,0.046947,0.065956,0.094828,0.245035,0.245451
Acceptable,0.935558,5,0.041389,0.065832,0.013601,0.669695,0.216507
Slightly Acceptable,0,3,0.06464,0.084856,0.062909,0.181865,0.127562
Acceptable,0.531052,5,0.141318,0.032344,0.037285,0.40583,0.076473
Acceptable,0.758796,5,0.095297,0.093916,0.069462,0.072947,0.618559
Slightly Acceptable,0,3,0.068934,0.693574,0.106209,0.028281,0.308055
Slightly Acceptable,0,3,0.059702,0.139608,0.105393,0.068374,0.286068
Acceptable,0.690189,5,0.020268,0.203846,0.201952,0.524462,0.086226
Slightly Acceptable,0,3,0.047396,0.092199,0.094487,0.047929,0.185097
Acceptable,0.608735,5,0.031894,0.286908,0.060154,0.568042,0.079737
Unacceptable,-0.507317,1,0.081787,0.185714,0.297365,0.045736,0.485721
Unacceptable,-0.608417,1,0.057889,0.066271,0.090003,0.087246,0.848564
Unacceptable,-0.724557,1,0.256106,0.248121,0.162233,0.210911,0.263639
Unacceptable,-0.838531,1,0.05036,0.186946,0.283691,0.126143,0.163356
Slightly Acceptable,0,3,0.095753,0.237117,0.076383,0.423372,0.308182
Slightly Acceptable,0,3,0.10865,0.118637,0.047354,0.280796,0.542183
Acceptable,0.604456,5,0.020609,0.106694,0.037578,0.081296,0.403786
Acceptable,0.718495,5,0.045281,0.33181,0.149455,0.219576,0.275487
Acceptable,0.653978,5,0.123174,0.075472,0.395824,0.056008,0.112481
Unacceptable,-0.849585,1,0.244948,0.483552,0.07593,0.086619,0.353944
Slightly Acceptable,0,3,0.047663,0.035324,0.00154,0.088935,0.023743
Acceptable,0.727032,5,0.098102,0.394576,0.093173,0.206236,0.333966
Acceptable,0.571674,5,0.020642,0.121449,0.040811,0.733776,0.131205
Unacceptable,-0.740937,1,0.079758,0.132411,0.090621,0.076192,0.309109
Unacceptable,-0.740937,1,0.079758,0.132411,0.090621,0.076192,0.309109
Unacceptable,-0.795488,1,0.249495,0.338221,0.403106,0.057072,0.259047
Unacceptable,-0.918913,1,0.283229,0.092611,0.429066,0.001753,0.54797
Unacceptable,-0.847568,1,0.275043,0.241086,0.159175,0.191666,0.375549
Unacceptable,-0.744304,1,0.067699,0.174596,0.123531,0.305785,0.252406
Slightly Acceptable,0.300905,4,0.192781,0.114157,0.199,0.01033,0.733832
Acceptable,0.942316,5,0.008203,0.024848,0.01093,0.532336,0.10045
Unacceptable,-0.680294,1,0.368782,0.228534,0.03856,0.082101,0.431517
Slightly Acceptable,0,3,0.184887,0.322972,0.337208,0.103205,0.247957
Slightly Acceptable,0,3,0.065169,0.221075,0.043286,0.337242,0.137267
Unacceptable,-0.82755,1,0.121754,0.256708,0.048622,0.025686,0.642355
Slightly Acceptable,0,3,0.104811,0.558526,0.240622,0.10038,0.300589
Slightly Unacceptable,-0.280131,2,0.032444,0.178998,0.006319,0.369033,0.253544
Acceptable,0.975458,5,0.015462,0.023881,0.028659,0.734726,0.033578
Unacceptable,-0.981597,1,0.220551,0.225313,0.027264,0.065322,0.129983
Slightly Unacceptable,-0.41412,2,0.06012,0.300891,0.118403,0.088875,0.14287
Slightly Acceptable,0,3,0.136214,0.026071,0.101941,0.228117,0.088751
Slightly Acceptable,0.414956,4,0.023248,0.135977,0.009015,0.284298,0.071225
Acceptable,0.542369,5,0.048107,0.212307,0.0578,0.420463,0.344499
Acceptable,0.707304,5,0.136591,0.256305,0.03786,0.500242,0.175095
Unacceptable,-0.832775,1,0.381561,0.225186,0.108041,0.016153,0.487143
Acceptable,0.970732,5,0.085689,0.165259,0.134068,0.227128,0.427672
Unacceptable,-0.663029,1,0.055086,0.05591,0.389939,0.301623,0.337438
Slightly Unacceptable,-0.362154,2,0.344383,0.221151,0.07572,0.166795,0.162503
Slightly Unacceptable,-0.44178,2,0.350434,0.215054,0.084686,0.143673,0.182257
Unacceptable,-0.826166,1,0.115054,0.184424,0.0859,0.319837,0.20313
Unacceptable,-0.816549,1,0.006364,0.015868,0.115166,0.230452,0.716375
Unacceptable,-0.904047,1,0.315143,0.352812,0.270989,0.021457,0.236733
Slightly Unacceptable,-0.417852,2,0.128432,0.178637,0.201253,0.222217,0.182558
Unacceptable,-0.90694,1,0.261494,0.535071,0.179381,0.086582,0.219992
Slightly Unacceptable,-0.475104,1,0.065333,0.175066,0.055849,0.264532,0.367587
Acceptable,0.687049,5,0.180549,0.293079,0.033457,0.385877,0.201897
Unacceptable,-0.52487,1,0.28851,0.340282,0.024005,0.124162,0.454657
Unacceptable,-0.924096,1,0.201837,0.063655,0.13011,0.2774,0.279316
Unacceptable,-0.886736,1,0.131021,0.232777,0.117571,0.013384,0.788559
Unacceptable,-0.936946,1,0.157828,0.379594,0.163499,0.021223,0.166766
Slightly Unacceptable,-0.374525,2,0.31251,0.179689,0.166472,0.04278,0.524715
Acceptable,0.630713,5,0.133751,0.494778,0.065705,0.127497,0.424256
Slightly Acceptable,0,3,0.183163,0.424354,0.068899,0.058259,0.48583
Slightly Acceptable,0.376474,4,0.235273,0.205433,0.069172,0.049667,0.459669
Unacceptable,-0.643701,1,0.332756,0.137312,0.491727,0.097706,0.246743
Acceptable,0.5093,5,0.175416,0.254903,0.51074,0.03892,0.2938
Slightly Acceptable,0.419171,4,0.121002,0.064578,0.085519,0.277337,0.171118
Slightly Unacceptable,-0.362624,2,0.177224,0.092112,0.129735,0.218377,0.367755
Slightly Acceptable,0,3,0.182978,0.307958,0.036703,0.373475,0.254024
Acceptable,0.847977,5,0.085813,0.146936,0.068747,0.574943,0.146053
Unacceptable,-0.58661,1,0.231642,0.332379,0.508385,0.008365,0.196332
Unacceptable,-0.706299,1,0.086652,0.171353,0.348704,0.027715,0.66877
Acceptable,0.874948,5,0.067231,0.090696,0.233303,0.336474,0.418067
Acceptable,0.692955,5,0.025711,0.213767,0.140167,0.377894,0.377957
Slightly Unacceptable,-0.293048,2,0.090218,0.061862,0.132268,0.031467,0.847787
Slightly Acceptable,0,3,0.121908,0.330355,0.187134,0.104942,0.536049
Unacceptable,-0.966082,1,0.165349,0.082641,0.840084,0.002745,0.177512
Unacceptable,-0.885183,1,0.103438,0.101928,0.697546,0.010606,0.383519
Unacceptable,-0.767168,1,0.125207,0.212094,0.801891,0.004573,0.156041
Unacceptable,-0.713908,1,0.052178,0.232347,0.056516,0.465933,0.144692
Slightly Acceptable,0,3,0.084751,0.092574,0.07563,0.04163,0.832136
Slightly Acceptable,0.488019,5,0.070729,0.11839,0.151253,0.14239,0.568809
Slightly Acceptable,0.377304,4,0.191462,0.316555,0.0792,0.188388,0.260034
Unacceptable,-0.81801,1,0.101831,0.157777,0.029755,0.038777,0.161142
Slightly Acceptable,0,3,0.109906,0.088995,0.11062,0.149348,0.185336
Slightly Acceptable,0,3,0.098373,0.112227,0.168374,0.082277,0.349476
Slightly Unacceptable,-0.457896,1,0.138889,0.032768,0.817493,0.026754,0.03925
Slightly Acceptable,0,3,0.063804,0.052263,0.026427,0.472274,0.119959
Unacceptable,-0.73436,1,0.164889,0.093983,0.078989,0.140562,0.584513
Unacceptable,-0.620091,1,0.380266,0.286023,0.04198,0.198,0.118606
Acceptable,0.537556,5,0.350793,0.225201,0.08837,0.263506,0.073665
Unacceptable,-0.919625,1,0.114618,0.381759,0.058603,0.115567,0.316601
Unacceptable,-0.829013,1,0.320315,0.376599,0.194915,0.053632,0.350385
Unacceptable,-0.800945,1,0.15075,0.225531,0.032979,0.324472,0.271854
Slightly Acceptable,0,3,0.213214,0.130059,0.104916,0.146262,0.217315
Slightly Unacceptable,-0.496029,1,0.108174,0.089742,0.297915,0.121406,0.345869
Acceptable,0.796207,5,0.011248,0.050712,0.031408,0.65779,0.124893
Slightly Acceptable,0,3,0.056947,0.027827,0.07729,0.129286,0.177668
Unacceptable,-0.803936,1,0.356891,0.663167,0.014629,0.042268,0.210485
Unacceptable,-0.625895,1,0.058552,0.128202,0.751794,0.0729,0.072648
Acceptable,0.774201,5,0.056744,0.046827,0.012922,0.128948,0.085385
Acceptable,0.829679,5,0.076902,0.361685,0.075826,0.119826,0.56868
Slightly Acceptable,0,3,0.074382,0.196635,0.128405,0.241511,0.23665
Unacceptable,-0.644659,1,0.040046,0.258454,0.053722,0.471329,0.13492
Unacceptable,-0.941605,1,0.066965,0.232341,0.154304,0.092935,0.343685
Acceptable,0.924088,5,0.008537,0.009532,0.013452,0.919971,0.035732
Unacceptable,-0.970579,1,0.060988,0.148324,0.075259,0.0747,0.465933
Unacceptable,-0.523107,1,0.048588,0.177132,0.152419,0.116216,0.057897
Acceptable,0.907493,5,0.109066,0.059666,0.104936,0.081224,0.623555
Slightly Acceptable,0,3,0.015987,0.226356,0.22075,0.425399,0.132434
Acceptable,0.868387,5,0.002521,0.060374,0.006804,0.902373,0.03514
Acceptable,0.665437,5,0.047681,0.218227,0.023562,0.333179,0.241746
Acceptable,0.687075,5,0.09323,0.058439,0.029193,0.569318,0.082067
Slightly Unacceptable,-0.234898,2,0.188596,0.201998,0.078757,0.268284,0.231883
Acceptable,0.749458,5,0.04713,0.133078,0.217906,0.241917,0.385663
Acceptable,0.953378,5,0.01424,0.084417,0.021647,0.813217,0.081863
Acceptable,0.927421,5,0.008878,0.003934,0.042687,0.67021,0.035787
Acceptable,0.520293,5,0.112508,0.032192,0.047148,0.151263,0.132732
Unacceptable,-0.523963,1,0.279111,0.163884,0.026874,0.118748,0.493084
Slightly Unacceptable,-0.317287,2,0.045971,0.157418,0.041186,0.221277,0.198132
Slightly Unacceptable,-0.487281,1,0.294264,0.232223,0.15977,0.047733,0.372966
Acceptable,0.98163,5,0.073955,0.079404,0.068395,0.385697,0.239313
Unacceptable,-0.704255,1,0.106638,0.11706,0.271916,0.199532,0.450406
Unacceptable,-0.591703,1,0.01972,0.421959,0.021078,0.104463,0.482905
Slightly Acceptable,0,3,0.050058,0.020955,0.093066,0.20144,0.250478
Unacceptable,-0.875635,1,0.205937,0.171083,0.389286,0.026681,0.241974
Unacceptable,-0.567192,1,0.02753,0.37755,0.169345,0.098014,0.495144
Unacceptable,-0.681448,1,0.03266,0.267812,0.025798,0.196458,0.085752
Acceptable,0.845236,5,0.019166,0.159059,0.041452,0.571002,0.086725
Acceptable,0.688011,5,0.024009,0.074612,0.091045,0.564593,0.130878
Acceptable,0.877712,5,0.009983,0.143519,0.030457,0.520456,0.270162
Unacceptable,-0.743063,1,0.048233,0.525599,0.070257,0.021456,0.276631
Acceptable,0.830267,5,0.163297,0.096199,0.148535,0.318067,0.208568
Unacceptable,-0.851979,1,0.139134,0.093744,0.179969,0.010296,0.835459
Unacceptable,-0.827889,1,0.054845,0.107096,0.108039,0.318461,0.302136
Slightly Acceptable,0,3,0.092397,0.353104,0.112443,0.220689,0.200508
Acceptable,0.990659,5,0.071043,0.06243,0.084159,0.496065,0.185451
Slightly Unacceptable,-0.305401,2,0.191591,0.560869,0.015419,0.273065,0.158413
Unacceptable,-0.946099,1,0.103885,0.173006,0.720051,0.021182,0.273767
Unacceptable,-0.649065,1,0.071063,0.170631,0.035012,0.062216,0.092135
Unacceptable,-0.592023,1,0.514502,0.132456,0.030877,0.327495,0.137679
Slightly Unacceptable,-0.485963,1,0.140147,0.447142,0.032932,0.081053,0.112869
Slightly Acceptable,0.43673,4,0.101978,0.120341,0.068123,0.293896,0.233034
Slightly Acceptable,0.472313,4,0.151164,0.383368,0.066091,0.102285,0.155504
Slightly Acceptable,0,4,0.36147,0.015997,0.079066,0.131542,0.144005
Slightly Acceptable,0.134615,4,0.248287,0.057175,0.193796,0.285753,0.356926
Acceptable,0.757265,4,0.037381,0.662414,0.025202,0.008263,0.025973
Slightly Acceptable,0.464961,4,0.359676,0.3231,0.028073,0.04592,0.267251
Acceptable,0.59,4,0.238817,0.59943,0.022088,0.021544,0.01392
Acceptable,0.738043,4,0.052416,0.178758,0.060202,0.1446,0.103604
Slightly Acceptable,0.380991,4,0.073056,0.576339,0.058826,0.07908,0.277139
Slightly Acceptable,0,4,0.24922,0.14408,0.100017,0.032737,0.166772
Slightly Acceptable,0.303397,4,0.348584,0.057212,0.172945,0.152085,0.41282
Slightly Acceptable,0.434794,4,0.066397,0.531308,0.105627,0.029641,0.011917
Slightly Acceptable,0,4,0.194703,0.07578,0.049951,0.033995,0.080249
Slightly Acceptable,0.48147,4,0.112106,0.399114,0.033291,0.093438,0.354995
Slightly Acceptable,0,4,0.299487,0.027886,0.246352,0.049668,0.07289
Acceptable,0.675717,4,0.136593,0.373779,0.108522,0.040372,0.18174
Slightly Acceptable,0,4,0.541387,0.249818,0.149086,0.126003,0.044197
Slightly Acceptable,0.469586,4,0.134402,0.209487,0.031525,0.673008,0.149133
Slightly Acceptable,0,4,0.096627,0.725947,0.006643,0.008439,0.008228
Acceptable,0.766227,4,0.185052,0.600858,0.039942,0.18092,0.023997
Slightly Acceptable,0.4327,4,0.513872,0.207815,0.047237,0.150562,0.046012
Acceptable,0.97193,4,0.353836,0.187201,0.052237,0.503495,0.022841
Slightly Acceptable,0,4,0.227557,0.566478,0.040266,0.164716,0.082805
Acceptable,0.936178,4,0.151415,0.810816,0.01936,0.020925,0.00545
Acceptable,0.791598,4,0.345316,0.177202,0.013311,0.448569,0.143609
Slightly Acceptable,0,4,0.157871,0.280237,0.058672,0.539862,0.126601
Acceptable,0.691701,4,0.022628,0.88587,0.013367,0.014233,0.012712
Slightly Acceptable,0.499166,4,0.442112,0.25844,0.091615,0.091925,0.014868
Acceptable,0.884341,4,0.042768,0.709614,0.00845,0.187917,0.020711
Slightly Acceptable,0,4,0.300503,0.526808,0.035365,0.223691,0.001756
Acceptable,0.585703,4,0.498526,0.33844,0.109361,0.057328,0.019204
Slightly Acceptable,0,4,0.541351,0.105857,0.076513,0.100033,0.221737
Slightly Acceptable,0,4,0.065504,0.036145,0.078731,0.123754,0.271811
Slightly Acceptable,0,4,0.117426,0.107273,0.052302,0.439558,0.242674
Slightly Acceptable,0.459181,4,0.083416,0.267131,0.03023,0.05428,0.139965
Slightly Acceptable,0.3584,4,0.633498,0.13082,0.042006,0.04245,0.097304
Slightly Acceptable,0.389698,4,0.062712,0.03853,0.073119,0.040194,0.053443
Slightly Acceptable,0.4112,4,0.528563,0.02695,0.483006,0.08729,0.047516
Acceptable,0.505452,4,0.228762,0.310416,0.223075,0.248691,0.05122
Slightly Acceptable,0,4,0.155818,0.445702,0.093723,0.043733,0.243061
Slightly Acceptable,0,4,0.359676,0.3231,0.028073,0.04592,0.267251
Slightly Acceptable,0,4,0.062814,0.505831,0.086346,0.031487,0.05475
Slightly Acceptable,0.37335,4,0.084425,0.030308,0.036228,0.23154,0.227243
Slightly Acceptable,0.400505,4,0.515445,0.002714,0.055655,0.108631,0.187785
Slightly Acceptable,0,4,0.150123,0.607267,0.15937,0.034835,0.022708
Slightly Acceptable,0,4,0.429263,0.032219,0.073013,0.049112,0.246081
Slightly Acceptable,0,4,0.123915,0.563615,0.04061,0.09471,0.045254
Slightly Acceptable,0,4,0.204483,0.202528,0.05914,0.066321,0.077925
Acceptable,0.905768,4,0.200372,0.241627,0.338126,0.02623,0.118238
Acceptable,0.835852,4,0.010691,0.531221,0.251111,0.005962,0.09954
Acceptable,0.677268,4,0.038672,0.861128,0.047822,0.007794,0.013872
Slightly Acceptable,0.318116,4,0.084793,0.091986,0.117141,0.531334,0.388242
Acceptable,0.881641,4,0.054416,0.257455,0.020005,0.067268,0.01876
Slightly Acceptable,0.4512,4,0.149496,0.181443,0.064612,0.024594,0.114205
Acceptable,0.859227,4,0.086385,0.383815,0.040133,0.305228,0.16056
Slightly Acceptable,0,4,0.109872,0.062956,0.225275,0.109934,0.53622
Unacceptable,-0.852189,4,0.325431,0.191859,0.078713,0.195753,0.110904
Slightly Acceptable,0.43256,4,0.044962,0.150301,0.031314,0.065325,0.089881
Slightly Acceptable,0.488104,4,0.054215,0.79763,0.03395,0.00573,0.025012
Acceptable,0.509474,4,0.11083,0.155784,0.088208,0.093927,0.258418
Slightly Acceptable,0.456901,4,0.112374,0.161285,0.081873,0.08639,0.246752
Slightly Acceptable,0.48466,4,0.112374,0.161285,0.081873,0.08639,0.246752
Slightly Acceptable,0.48466,4,0.112374,0.161285,0.081873,0.08639,0.246752
Slightly Acceptable,0,4,0.180501,0.415716,0.113513,0.056066,0.05683
Slightly Acceptable,0,4,0.126659,0.105254,0.09106,0.051089,0.032079
Acceptable,0.574364,4,0.337125,0.063161,0.025868,0.035675,0.093292
Acceptable,0.892258,4,0.311745,0.485268,0.128603,0.025224,0.100218
Slightly Acceptable,0.148063,4,0.411169,0.167852,0.03961,0.36904,0.254927
Slightly Acceptable,0,4,0.448558,0.152066,0.067235,0.020037,0.037526
Slightly Acceptable,0,4,0.212203,0.178925,0.090534,0.04899,0.219031
Slightly Acceptable,0,4,0.112993,0.475115,0.110162,0.102718,0.070751
Unacceptable,-0.529615,4,0.347947,0.130191,0.103687,0.391067,0.28588
Slightly Acceptable,0,4,0.163955,0.517013,0.060774,0.24378,0.037199
Slightly Acceptable,0.3285,4,0.113641,0.382142,0.16461,0.117969,0.037831
Slightly Acceptable,0,4,0.163944,0.125243,0.198508,0.304443,0.378484
Slightly Unacceptable,-0.34751,4,0.171552,0.016155,0.073914,0.370938,0.115291
Slightly Acceptable,0,4,0.08752,0.024798,0.181498,0.514349,0.077551
Slightly Acceptable,0,4,0.106532,0.037199,0.083932,0.374499,0.363184
Slightly Acceptable,0.375475,4,0.683632,0.095468,0.076043,0.063067,0.123736
Unacceptable,-0.654447,4,0.51951,0.020347,0.070053,0.472526,0.260568
Acceptable,0.803715,4,0.32287,0.164094,0.09394,0.316427,0.101122
Slightly Acceptable,0.384528,4,0.287576,0.398964,0.1422,0.120352,0.160135
Acceptable,0.605513,4,0.292662,0.381936,0.075534,0.292652,0.046299
Acceptable,0.759843,4,0.089134,0.815902,0.015683,0.092313,0.007253
Unacceptable,-0.671338,4,0.093371,0.026729,0.063775,0.114322,0.064977
Slightly Acceptable,0,4,0.053825,0.062411,0.063174,0.061237,0.068644
Slightly Acceptable,0,4,0.078813,0.564535,0.099669,0.007891,0.036388
Acceptable,0.509148,4,0.490935,0.218436,0.117831,0.103996,0.10253
Acceptable,0.850424,4,0.020501,0.484547,0.047987,0.014303,0.058934
Slightly Acceptable,0.486277,4,0.181282,0.122342,0.268345,0.138977,0.197146
Acceptable,0.990941,5,0.015144,0.88993,0.011262,0.003491,0.01128
Acceptable,0.989735,5,0.000715,0.911227,0.006492,0.004023,0.003178
Slightly Unacceptable,-0.375166,2,0,0,0,0,0
Acceptable,0.997204,5,0.001783,0.979478,0.003076,0.002847,0.000518
Acceptable,0.993337,5,0.029852,0.886046,0.00762,0.003457,0.065089
Acceptable,0.99037,5,0.02066,0.559245,0.011787,0.011833,0.021259
Slightly Acceptable,0,3,0.340881,0.264996,0.1132,0.032089,0.085563
Slightly Acceptable,0,3,0.037917,0.70442,0.154376,0.009744,0.050102
Unacceptable,-0.794137,1,0.162372,0.499382,0.052131,0.084443,0.177903
Slightly Acceptable,0,3,0.377274,0.051471,0.036384,0.154462,0.120781
Slightly Acceptable,0.455874,4,0.26063,0.451757,0.122294,0.130235,0.038077
Acceptable,0.997672,5,0.003111,0.966948,0.005204,0.004889,0.002685
Acceptable,0.864947,5,0.093578,0.891147,0.009958,0.004642,0.001386
Slightly Acceptable,0,3,0.517443,0.08446,0.10361,0.012307,0.182432
Acceptable,0.837495,5,0.030836,0.755248,0.035904,0.037629,0.00947
Acceptable,0.662203,5,0.191988,0.298597,0.080424,0.028668,0.012304
Acceptable,0.722143,5,0.014638,0.687904,0.071186,0.094243,0.082902
Slightly Acceptable,0,3,0.247482,0.523635,0.148406,0.05559,0.068563
Unacceptable,-0.936284,1,0.46165,0.01599,0.165865,0.601262,0.08314
Slightly Unacceptable,-0.375284,2,0,0,0,0,0
Acceptable,0.978639,5,0.026923,0.343682,0.018221,0.022927,0.021122
Slightly Acceptable,0,3,0.141761,0.302342,0.153171,0.029738,0.057405
Acceptable,0.996753,5,0.000547,0.974514,0.001254,0.000725,0.0033
Slightly Acceptable,0,3,0.083909,0.548822,0.089267,0.101984,0.201844
Slightly Unacceptable,-0.389118,2,0.142434,0.144308,0.171135,0.070096,0.054122
Slightly Acceptable,0,3,0.527988,0.06496,0.047979,0.010522,0.236735
Acceptable,0.988573,5,0,0.880435,0,0,0
Acceptable,0.988573,5,0,0.880435,0,0,0
Slightly Unacceptable,-0.378061,2,0.12959,0.264613,0.121463,0.12617,0.095076
Acceptable,0.767606,5,0.01195,0.880142,0.075548,0.041918,0.002777
Acceptable,0.988573,5,0,0.880435,0,0,0
Acceptable,0.988573,5,0,0.880435,0,0,0
Acceptable,0.510947,5,0.015304,0.471242,0.019336,0.045405,0.330119
Acceptable,0.83453,5,0.014445,0.829429,0.008755,0.09003,0.007416
Acceptable,0.996893,5,0.00357,0.963747,0.006252,0.007774,0.000838
Slightly Acceptable,0,3,0.264989,0.235839,0.076846,0.504628,0.069645
Acceptable,0.964812,5,0.025898,0.581808,0.012638,0.022336,0.037189
Acceptable,0.988573,5,0,0.880435,0,0,0
Slightly Acceptable,0.280131,4,0.372863,0.232703,0.058643,0.159672,0.321351
Acceptable,0.603222,5,0.063232,0.724792,0.036867,0.051944,0.011084
Acceptable,0.996767,5,0.039474,0.857042,0.013885,0.011878,0.002676
Acceptable,0.981742,5,0.000498,0.791101,0.000409,0.001137,0.003826
Acceptable,0.988573,5,0,0.880435,0,0,0
Slightly Acceptable,0,3,0.134472,0.117319,0.136569,0.028204,0.037557
Acceptable,0.749703,5,0.155343,0.724014,0.03916,0.085612,0.032017
Acceptable,0.988573,5,0,0.880435,0,0,0
Acceptable,0.559939,5,0.535915,0.087875,0.12082,0.448718,0.092331
Acceptable,0.516183,5,0.053384,0.641357,0.01341,0.005448,0.017892
Slightly Acceptable,0.381205,4,0.117716,0.324886,0.026647,0.256763,0.332076
Acceptable,0.96916,5,0.015742,0.896386,0.003297,0.003887,0.008983
Unacceptable,-0.758335,1,0.0983,0.216793,0.175056,0.446027,0.296532
Acceptable,0.988573,5,0,0.880435,0,0,0
Acceptable,0.988573,5,0,0.880435,0,0,0
Acceptable,0.72447,5,0.452575,0.248793,0.063771,0.044338,0.038473
Acceptable,0.584151,5,0.187148,0.665984,0.036488,0.036405,0.015303
Unacceptable,-0.816603,1,0.431796,0.020021,0.154497,0.453131,0.276949
Unacceptable,-0.583366,1,0.513134,0.16099,0.168637,0.163379,0.21774
Acceptable,0.708346,5,0.198077,0.632415,0.06301,0.065832,0.063035
Acceptable,0.7295,5,0.216733,0.51439,0.016578,0.239968,0.094462
Unacceptable,-0.920666,1,0.643681,0.013555,0.039426,0.480631,0.109417
Acceptable,0.626195,5,0.493241,0.123557,0.077276,0.137879,0.040052
Slightly Acceptable,0,3,0.01301,0.136064,0.006897,0.136977,0.034249
Acceptable,0.677034,5,0.09185,0.750335,0.075166,0.088604,0.005973
Unacceptable,-0.670875,1,0.085853,0.206426,0.061781,0.401868,0.214234
Unacceptable,-0.678598,1,0.664522,0.070088,0.261194,0.047051,0.125177
Slightly Acceptable,0,3,0.309297,0.356029,0.032228,0.30636,0.082312
Slightly Acceptable,0,3,0.176095,0.046065,0.206459,0.127257,0.450821
Slightly Acceptable,0,3,0.140043,0.302445,0.123547,0.18125,0.177635
Unacceptable,-0.605785,1,0.286265,0.064712,0.073677,0.419387,0.442616
Slightly Acceptable,0,3,0.163749,0.146835,0.031055,0.241961,0.23975
Acceptable,0.704398,5,0.131222,0.245623,0.207133,0.54572,0.061192
Slightly Unacceptable,-0.241862,2,0.059829,0.694821,0.173994,0.016763,0.076813
Acceptable,0.981742,5,0.000498,0.791101,0.000409,0.001137,0.003826
Slightly Acceptable,0.467127,5,0.71048,0.036803,0.137483,0.262002,0.119471
Slightly Unacceptable,-0.337414,2,0.165286,0.320071,0.123211,0.3586,0.240071
Acceptable,0.993418,5,0,1,0,0,0
Slightly Unacceptable,-0.39243,2,0.48151,0.024447,0.312869,0.240859,0.057641
Acceptable,0.988573,5,0,0.880435,0,0,0
Acceptable,0.779378,5,0.065628,0.798046,0.036113,0.058421,0.076778
Acceptable,0.696581,5,0.017736,0.912662,0.05253,0.008687,0.010382
Acceptable,0.66583,5,0.213793,0.552119,0.150231,0.037866,0.070023
Slightly Acceptable,0.316667,4,0.281724,0.250727,0.067695,0.247206,0.207417
Unacceptable,-0.9035,1,0.916667,0,0,0.931034,0.931034
Slightly Acceptable,0,3,0.179576,0.386207,0.171997,0.092291,0.140022
Acceptable,0.682484,5,0.194927,0.716741,0.034146,0.019391,0.042921
Unacceptable,-0.88338,1,0.248474,0.1565,0.358639,0.372732,0.171297
Slightly Acceptable,0,3,0.26936,0.041517,0.047461,0.141645,0.260353
Unacceptable,-0.929375,2,0.486135,0.03665,0.368405,0.245038,0.070124
Slightly Acceptable,0,3,0.078195,0.128801,0.025788,0.06681,0.015198
Unacceptable,-0.526544,3,0.298466,0.230404,0.180694,0.185265,0.137632
Unacceptable,-0.739739,2,0.633107,0.023333,0.070333,0.276642,0.120529
Slightly Unacceptable,-0.367451,2,0.585527,0.053911,0.290025,0.222534,0.163585
Slightly Acceptable,0,3,0.147689,0.244898,0.082009,0.088875,0.108342
Acceptable,0.536079,2,0.27222,0.296112,0.017715,0.035096,0.050479
Unacceptable,-0.806268,1,0.504475,0.003688,0.371954,0.157544,0.248087
Slightly Acceptable,0,3,0.241728,0.04143,0.107355,0.182935,0.221403
Slightly Acceptable,0,5,0.171014,0.720705,0.037498,0.008021,0.034015
Unacceptable,-0.865095,2,0.806864,0.06892,0.081019,0.009129,0.129836
Slightly Acceptable,0,3,0.067747,0.111462,0.051762,0.074434,0.091812
Acceptable,0.969555,3,0.136503,0.726292,0.019846,0.010384,0.025236
Slightly Acceptable,0,3,0.111014,0.842587,0.010733,0.005235,0.020805
Unacceptable,-0.710034,1,0.107815,0.145888,0.119328,0.055212,0.068625
Slightly Acceptable,0,5,0.45636,0.186388,0.195007,0.030101,0.112846
Slightly Acceptable,0,5,0.367623,0.166967,0.307582,0.012933,0.091474
Slightly Unacceptable,-0.335541,2,0.659542,0.009382,0.072619,0.072028,0.492418
Unacceptable,-0.815853,2,0.238094,0.029646,0.056829,0.040683,0.103271
Slightly Acceptable,0,2,0.126538,0.086567,0.054941,0.104589,0.174895
Acceptable,0.919598,5,0.060305,0.757281,0.043811,0.003026,0.008725
Slightly Acceptable,0,5,0.241196,0.634698,0.089444,0.007771,0.049182
Slightly Unacceptable,-0.30843,2,0.582028,0.017775,0.312362,0.181612,0.225576
Slightly Acceptable,0,5,0.162705,0.699411,0.104762,0.014743,0.047042
Acceptable,0.791978,5,0.030063,0.559608,0.164691,0.008328,0.043521
Acceptable,0.791978,5,0.030063,0.559608,0.164691,0.008328,0.043521
Slightly Acceptable,0,3,0.034744,0.346841,0.106921,0.027976,0.0145
Acceptable,0.80114,5,0.094649,0.776036,0.112691,0.005171,0.016201
Unacceptable,-0.793525,2,0.069186,0.042234,0.203368,0.138169,0.7564
Acceptable,0.988295,5,0.041472,0.808531,0.075092,0.005873,0.009791
Slightly Acceptable,0,3,0.139883,0.233869,0.105053,0.031604,0.036718
Slightly Unacceptable,-0.457034,2,0.352006,0.26375,0.312058,0.049992,0.164511
Unacceptable,-0.875787,2,0.359408,0.061847,0.14584,0.272419,0.251747
Slightly Acceptable,0,3,0.4135,0.041503,0.168441,0.042964,0.077438
